date,country,latitude,longitude,depth,magnitude,secondary_effects,pde_shaking_deaths,pde_total_deaths,utsu_total_deaths,em_dat_total_deaths,others_source_deaths,year,month,day,time
1939-05-01 05:58:00,Japan,39.839,139.969,35.0,7.0,tsunami,0,0,27,0,0,1939,5,1,05:58:00
1939-06-22 19:19:00,Ghana,5.18,-0.13,13.0,6.4,,0,0,22,0,0,1939,6,22,19:19:00
1939-09-19 00:00:00,China,24.4,102.5,,5.5,,0,0,1,0,0,1939,9,19,00:00:00
1939-12-26 23:57:00,Turkey,39.77,39.533,35.0,7.8,,0,0,32968,32962,0,1939,12,26,23:57:00
1940-04-06 13:43:00,China,23.9,102.3,,6.0,,0,0,181,0,0,1940,4,6,13:43:00
1940-05-07 22:23:00,Georgia,41.7,43.8,19.0,6.0,,0,0,5,0,0,1940,5,7,22:23:00
1940-05-19 04:36:00,United States,33.222,-115.697,15.0,6.9,,0,0,9,9,0,1940,5,19,04:36:00
1940-05-24 16:33:00,Peru,-11.119000000000002,-77.62899999999998,50.1,7.5,tsunami,0,0,250,249,0,1940,5,24,16:33:00
1940-06-19 00:00:00,China,24.4,102.5,,5.5,,0,0,2,0,0,1940,6,19,00:00:00
1940-08-01 15:08:00,Japan,44.508,139.829,35.0,7.5,tsunami,0,0,10,0,0,1940,8,1,15:08:00
1940-11-10 01:39:00,Romania,45.773,26.655,122.0,7.3,,0,0,1000,980,0,1940,11,10,01:39:00
1941-01-11 08:32:00,Yemen,16.4,43.5,,5.9,,0,0,1200,0,0,1941,1,11,08:32:00
1941-02-16 16:38:00,Iran,33.5,58.6,,6.3,,0,0,680,0,0,1941,2,16,16:38:00
1941-04-15 19:09:00,Mexico,18.677,-102.957,35.0,7.6,,0,0,90,0,0,1941,4,15,19:09:00
1941-05-05 15:18:00,China,47.0,127.2,,6.0,,0,0,132,0,0,1941,5,5,15:18:00
1941-05-16 07:14:00,China,23.514,99.408,25.0,6.9,,0,0,16,0,0,1941,5,16,07:14:00
1941-06-26 11:52:00,India,12.149,92.478,49.1,7.7,tsunami,0,0,0,0,0,1941,6,26,11:52:00
1941-09-10 21:53:00,Turkey,39.5,43.3,28.0,6.0,,0,0,500,0,0,1941,9,10,21:53:00
1941-10-08 15:24:00,China,31.7,102.3,,6.0,,0,0,139,0,0,1941,10,8,15:24:00
1941-11-12 10:04:00,Turkey,39.7,39.4,70.0,5.9,,0,0,15,0,0,1941,11,12,10:04:00
1941-11-18 16:46:00,Japan,32.0,132.0,0.0,7.7,tsunami,0,0,2,0,0,1941,11,18,16:46:00
1941-12-16 19:19:00,Taiwan,23.251,120.391,35.0,7.1,,0,0,357,0,0,1941,12,16,19:19:00
1941-12-26 14:48:00,Burma,21.076,99.145,25.0,7.0,,0,0,0,0,0,1941,12,26,14:48:00
1942-02-01 17:30:00,China,23.1,100.3,,6.8,,0,0,90,0,0,1942,2,1,17:30:00
1942-05-14 02:13:00,Ecuador,0.012,-79.902,35.0,7.8,,0,0,200,200,0,1942,5,14,02:13:00
1942-08-06 23:37:00,Guatemala,13.78,-90.913,35.0,7.7,,0,0,38,0,0,1942,8,6,23:37:00
1942-08-24 22:50:00,Peru,-14.975,-74.92,35.0,7.7,tsunami,0,0,30,0,0,1942,8,24,22:50:00
1942-08-27 06:14:00,Albania,41.7,20.4,33.0,6.0,,0,0,43,0,0,1942,8,27,06:14:00
1942-12-20 14:03:00,Turkey,40.671,36.45,35.0,7.2,,0,0,3000,3000,0,1942,12,20,14:03:00
1943-01-20 15:32:00,Turkey,40.8,30.5,,6.6,,0,0,285,0,0,1943,1,20,15:32:00
1943-02-22 09:20:00,Mexico,17.75,-101.5,0.0,7.4,,0,0,11,0,0,1943,2,22,09:20:00
1943-04-06 16:07:00,Chile,-30.75,-72.0,0.0,8.2,tsunami,0,0,18,0,0,1943,4,6,16:07:00
1943-06-20 15:33:00,Turkey,40.6,30.5,15.0,6.2,,0,0,336,0,0,1943,6,20,15:33:00
1943-07-23 14:53:00,Indonesia,-9.5,110.0,90.0,7.6,,0,0,213,213,0,1943,7,23,14:53:00
1943-09-10 08:36:00,Japan,35.25,134.0,0.0,7.0,fire,0,0,1083,1083,0,1943,9,10,08:36:00
1943-11-26 22:20:00,Turkey,41.0,34.0,0.0,7.5,,0,0,4020,2824,0,1943,11,26,22:20:00
1943-12-02 05:08:00,Taiwan,22.9,121.5,0.0,6.5,,0,0,3,0,0,1943,12,2,05:08:00
1944-01-15 23:49:00,Argentina,-31.25,-68.75,50.0,7.1,,0,0,8000,10000,0,1944,1,15,23:49:00
1944-02-01 03:22:00,Turkey,41.5,32.5,0.0,7.2,,0,0,3959,3959,0,1944,2,1,03:22:00
1944-03-09 22:12:00,China,44.0,84.0,0.0,7.1,,0,0,4,0,0,1944,3,9,22:12:00
1944-04-05 00:00:00,Iran,36.8,54.5,7.0,4.8,,0,0,20,0,0,1944,4,5,00:00:00
1944-10-06 21:34:00,Turkey,39.4,26.7,,6.8,,0,0,30,0,0,1944,10,6,21:34:00
1944-12-07 04:35:00,Japan,33.75,136.0,0.0,8.1,tsunami,0,0,1251,998,0,1944,12,7,04:35:00
1945-01-12 18:38:00,Japan,34.75,136.75,0.0,6.8,tsunami,0,0,2306,1961,0,1945,1,12,18:38:00
1945-02-10 04:57:00,Japan,41.25,142.5,50.0,7.1,tsunami,0,0,2,0,0,1945,2,10,04:57:00
1945-03-20 07:59:00,Turkey,37.4,35.8,60.0,6.0,,0,0,300,0,0,1945,3,20,07:59:00
1945-09-13 11:17:00,Chile,-33.25,-70.5,100.0,7.0,,0,0,4,0,0,1945,9,13,11:17:00
1945-09-23 15:34:00,China,39.5,119.0,,6.3,,0,0,600,0,0,1945,9,23,15:34:00
1945-11-27 21:56:00,Pakistan,24.5,63.0,0.0,8.0,tsunami,0,0,300,4000,0,1945,11,27,21:56:00
1946-02-12 02:43:00,Algeria,36.0,5.0,,6.0,,0,0,277,0,0,1946,2,12,02:43:00
1946-02-21 15:43:00,Turkey,38.2,31.8,60.0,5.6,,0,0,12,0,0,1946,2,21,15:43:00
1946-04-01 12:28:00,United States,52.75,-163.5,0.0,7.3,tsunami,0,0,173,165,0,1946,4,1,12:28:00
1946-05-31 03:12:00,Turkey,39.3,41.2,,5.9,,0,0,1300,0,0,1946,5,31,03:12:00
1946-06-23 17:13:00,Canada,49.75,-124.5,0.0,7.6,tsunami,0,0,1,0,0,1946,6,23,17:13:00
1946-08-02 19:18:00,Chile,-26.5,-70.5,50.0,7.1,,0,0,2,0,0,1946,8,2,19:18:00
1946-08-04 17:51:00,Dominican Republic,19.25,-69.0,0.0,7.9,tsunami,0,0,100,73,0,1946,8,4,17:51:00
1946-11-02 18:28:00,Kyrgyzstan,41.5,72.5,0.0,7.3,,0,0,0,0,0,1946,11,2,18:28:00
1946-11-04 21:47:00,Turkmenistan,39.75,54.5,0.0,7.1,,0,0,400,0,0,1946,11,4,21:47:00
1946-11-10 17:42:00,Peru,-8.5,-77.5,0.0,6.8,,0,0,1400,1400,0,1946,11,10,17:42:00
1946-12-04 22:46:00,Taiwan,22.5,122.5,0.0,6.6,,0,0,74,0,0,1946,12,4,22:46:00
1946-12-20 19:19:00,Japan,32.5,134.5,0.0,8.1,"tsunami, fire",0,0,1330,2000,0,1946,12,20,19:19:00
1947-03-26 20:48:00,China,25.0,102.0,,5.5,,0,0,4,0,0,1947,3,26,20:48:00
1947-09-23 12:28:00,Iran,33.0,59.0,0.0,6.8,,0,0,500,0,0,1947,9,23,12:28:00
1947-09-26 16:01:00,Japan,24.75,123.0,110.0,7.4,,0,0,5,0,0,1947,9,26,16:01:00
1947-10-06 19:55:00,Greece,37.0,22.0,0.0,6.9,tsunami,0,0,0,0,0,1947,10,6,19:55:00
1947-11-01 14:58:00,Peru,-10.5,-75.0,0.0,7.7,,0,0,233,233,0,1947,11,1,14:58:00
1948-01-24 17:46:00,Philippines,10.5,122.0,0.0,8.1,tsunami,0,0,72,27,0,1948,1,24,17:46:00
1948-05-11 08:55:00,Peru,-17.5,-70.25,70.0,7.4,,0,0,4,0,0,1948,5,11,08:55:00
1948-05-25 07:11:00,China,29.5,100.5,0.0,7.2,,0,0,737,0,0,1948,5,25,07:11:00
1948-05-28 05:36:00,Peru,-13.0,-76.5,60.0,7.0,,0,0,4,0,0,1948,5,28,05:36:00
1948-06-15 11:44:00,Japan,33.75,135.25,0.0,6.9,,0,0,2,0,0,1948,6,15,11:44:00
1948-06-27 00:08:00,China,26.4,99.7,,6.8,,0,0,280,0,0,1948,6,27,00:08:00
1948-06-28 07:13:00,Japan,36.5,136.0,0.0,7.0,fire,0,0,3769,5131,0,1948,6,28,07:13:00
1948-06-30 12:21:00,Greece,38.5,20.5,33.0,6.4,,0,0,6,0,0,1948,6,30,12:21:00
1948-08-25 06:09:00,Argentina,-24.5,-65.0,50.0,6.9,,0,0,5,0,0,1948,8,25,06:09:00
1948-10-05 20:12:00,Turkmenistan,37.5,58.0,0.0,7.2,,0,0,19800,110000,0,1948,10,5,20:12:00
1948-10-08 19:01:00,China,27.4,104.0,,5.8,,0,0,9,0,0,1948,10,8,19:01:00
1948-12-04 00:22:00,Mexico,22.0,-106.5,0.0,6.9,,0,0,4,0,0,1948,12,4,00:22:00
1949-02-23 16:08:00,China,41.0,83.5,0.0,7.3,,0,0,12,0,0,1949,2,23,16:08:00
1949-04-13 19:55:00,United States,47.25,-122.5,60.0,6.5,,0,0,8,8,0,1949,4,13,19:55:00
1949-04-20 03:29:00,Chile,-38.0,-73.5,70.0,7.1,,0,0,57,0,0,1949,4,20,03:29:00
1949-07-10 03:53:00,Tajik Soviet Socialist Republic,39.0,70.5,0.0,7.6,,0,0,12000,0,0,1949,7,10,03:53:00
1949-07-23 15:03:00,Turkey,38.6,26.3,0.0,6.8,tsunami,0,0,7,0,0,1949,7,23,15:03:00
1949-08-05 19:08:00,Ecuador,-1.5,-78.25,0.0,6.8,,0,0,6000,6000,0,1949,8,5,19:08:00
1949-08-17 18:44:00,Turkey,39.5,40.6,0.0,6.8,,0,0,320,437,0,1949,8,17,18:44:00
1949-12-17 06:53:00,Chile,-54.0,-71.0,0.0,7.8,,0,0,1,0,0,1949,12,17,06:53:00
1949-12-17 15:07:00,Chile,-54.0,-71.0,0.0,7.8,,0,0,3,0,0,1949,12,17,15:07:00
1949-12-29 03:03:00,Philippines,18.0,121.0,0.0,7.2,tsunami,0,0,15,0,0,1949,12,29,03:03:00
1950-05-21 18:37:00,Peru,-13.5,-72.0,,6.0,,0,0,120,0,0,1950,5,21,18:37:00
1950-06-19 12:36:00,Indonesia,-6.25,112.0,0.0,6.8,,0,0,16,0,0,1950,6,19,12:36:00
1950-08-03 22:18:00,Venezuela,10.5,-68.0,8.0,6.8,,0,0,100,0,0,1950,8,3,22:18:00
1950-08-15 14:09:00,China,28.5,96.5,0.0,8.6,landslide,0,0,3300,1500,0,1950,8,15,14:09:00
1950-12-09 21:38:00,Chile,-23.5,-67.5,100.0,7.7,,0,0,4,0,0,1950,12,9,21:38:00
1951-07-09 00:04:00,Mexico,16.1,-96.8,50.0,6.2,,0,0,1,0,0,1951,7,9,00:04:00
1951-08-13 18:33:00,Turkey,40.8,33.4,0.0,6.7,,0,0,50,0,0,1951,8,13,18:33:00
1951-10-21 21:34:00,Taiwan,23.75,121.5,0.0,7.5,,0,0,68,0,0,1951,10,21,21:34:00
1951-11-24 18:50:00,Taiwan,23.0,122.5,0.0,7.3,,0,0,17,0,0,1951,11,24,18:50:00
1952-01-03 06:03:00,Turkey,39.9,41.7,,6.0,,0,0,103,0,0,1952,1,3,06:03:00
1952-03-04 01:22:00,Japan,42.5,143.0,0.0,8.1,tsunami,0,0,33,30,0,1952,3,4,01:22:00
1952-06-11 00:31:00,Argentina,-31.581,-68.467,25.0,6.5,,0,0,5,0,0,1952,6,11,00:31:00
1952-07-17 16:09:00,Japan,34.4,135.8,64.0,6.8,,0,0,9,0,0,1952,7,17,16:09:00
1952-07-21 11:52:00,United States,34.949,-119.046,10.0,7.3,,0,0,12,14,0,1952,7,21,11:52:00
1952-08-17 16:02:00,China,30.797,91.648,10.0,7.7,,0,0,54,0,0,1952,8,17,16:02:00
1952-08-22 22:41:00,United States,35.333,-118.917,16.0,5.8,,0,0,2,0,0,1952,8,22,22:41:00
1952-10-22 00:00:00,Turkey,36.5,35.5,,5.0,,0,0,10,0,0,1952,10,22,00:00:00
1952-11-04 16:58:00,Russian Federation,52.755,160.05700000000004,22.2,9.0,tsunami,0,0,0,0,0,1952,11,4,16:58:00
1953-01-25 19:47:00,Haiti,18.4,-73.4,,5.7,,0,0,2,0,0,1953,1,25,19:47:00
1953-02-12 08:15:00,Iran,35.4,55.1,,6.4,,0,0,973,0,0,1953,2,12,08:15:00
1953-03-18 19:06:00,Turkey,40.12,27.621,15.0,7.2,,0,0,1103,1200,0,1953,3,18,19:06:00
1953-05-06 17:16:00,Chile,-37.254,-72.92,68.4,7.5,tsunami,0,0,19,0,0,1953,5,6,17:16:00
1953-08-12 09:23:00,Greece,38.046,20.766,15.0,7.2,,0,0,800,455,0,1953,8,12,09:23:00
1953-09-10 04:06:00,Cyprus,35.0,32.5,,6.5,,0,0,40,0,0,1953,9,10,04:06:00
1953-09-14 00:26:00,Fiji,-18.3,178.2,33.0,6.8,tsunami,0,0,8,0,0,1953,9,14,00:26:00
1953-12-12 17:31:00,Peru,-3.597,-80.847,19.0,7.5,tsunami,0,0,7,7,0,1953,12,12,17:31:00
1954-02-11 00:30:00,China,38.876,101.212,35.0,7.1,,0,0,47,0,0,1954,2,11,00:30:00
1954-04-30 13:02:00,Greece,39.187,22.239,25.0,6.8,,0,0,31,0,0,1954,4,30,13:02:00
1954-07-02 02:45:00,Philippines,13.0,123.9,0.0,6.8,,0,0,22,13,0,1954,7,2,02:45:00
1954-08-20 15:30:00,Iran,27.5,52.0,,5.0,,0,0,1,0,0,1954,8,20,15:30:00
1954-09-09 01:04:00,Algeria,36.2,1.6,0.0,6.7,,0,0,1409,1250,0,1954,9,9,01:04:00
1955-03-31 18:17:00,Philippines,7.386,122.878,54.2,7.7,,0,0,465,400,0,1955,3,31,18:17:00
1955-04-14 01:29:00,China,29.981,101.613,10.0,7.5,,0,0,94,39,0,1955,4,14,01:29:00
1955-04-15 03:40:00,China,39.816,74.64,35.0,7.1,,0,0,5,0,0,1955,4,15,03:40:00
1955-04-19 20:24:00,Chile,-29.9,-71.6,0.0,6.9,tsunami,0,0,1,0,0,1955,4,19,20:24:00
1955-04-21 07:18:00,Greece,39.5,23.0,,6.0,,0,0,7,0,0,1955,4,21,07:18:00
1955-07-16 07:07:00,Turkey,37.6,27.2,0.0,6.8,,0,0,23,0,0,1955,7,16,07:07:00
1955-09-12 06:09:00,Egypt,32.2,29.6,33.0,6.7,,0,0,18,20,0,1955,9,12,06:09:00
1955-09-01 17:33:00,Costa Rica,10.0,-84.5,,5.8,,0,0,10,0,0,1955,9,1,17:33:00
1955-09-23 15:06:00,China,26.6,101.7,0.0,6.9,,0,0,593,0,0,1955,9,23,15:06:00
1956-01-12 05:46:00,Hungary,47.5,19.3,,5.8,,0,0,2,0,0,1956,1,12,05:46:00
1956-02-20 20:31:00,Turkey,40.0,30.5,,5.8,,0,0,4,0,0,1956,2,20,20:31:00
1956-03-16 19:32:00,Syrian Arab Republic,35.5,35.5,,5.8,,0,0,148,0,0,1956,3,16,19:32:00
1956-06-09 23:13:00,Afghanistan,35.042,67.479,35.0,7.6,landslide,0,0,350,100,0,1956,6,9,23:13:00
1956-07-09 03:11:00,Greece,36.617,26.026,35.0,7.8,tsunami,0,0,53,0,0,1956,7,9,03:11:00
1956-07-16 15:07:00,Burma,21.969,95.802,32.1,7.1,,0,0,38,0,0,1956,7,16,15:07:00
1956-07-21 15:32:00,India,23.0,70.0,,6.1,,0,0,111,0,0,1956,7,21,15:32:00
1956-09-29 23:20:00,Japan,35.642,140.31,67.0,6.9,,0,0,1,0,0,1956,9,29,23:20:00
1956-10-31 14:03:00,Iran,27.283,54.405,35.0,6.8,,0,0,410,0,0,1956,10,31,14:03:00
1957-02-20 04:41:00,Tunisia,36.2,8.9,,5.6,,0,0,13,0,0,1957,2,20,04:41:00
1957-02-23 20:26:00,Taiwan,23.917,121.517,56.8,7.2,,0,0,7,0,0,1957,2,23,20:26:00
1957-03-08 12:21:00,Greece,39.267,22.607,10.0,6.9,,0,0,2,0,0,1957,3,8,12:21:00
1957-04-25 02:25:00,Turkey,36.387,28.609,63.4,7.0,,0,0,67,0,0,1957,4,25,02:25:00
1957-05-26 06:33:00,Turkey,40.672,31.042,15.0,7.2,,0,0,500,53,0,1957,5,26,06:33:00
1957-07-02 00:42:00,Iran,36.09,52.701,35.0,7.1,,0,0,1200,2500,0,1957,7,2,00:42:00
1957-07-28 08:40:00,Mexico,16.881,-99.297,37.2,7.8,tsunami,0,0,160,160,0,1957,7,28,08:40:00
1957-12-04 03:37:00,Mongolia,45.153,99.206,35.0,8.1,,0,0,0,0,0,1957,12,4,03:37:00
1957-12-13 01:45:00,Iran,34.278,47.712,35.0,6.8,,0,0,2000,3000,0,1957,12,13,01:45:00
1958-01-15 19:14:00,Peru,-16.779,-72.503,68.6,7.0,,0,0,28,28,0,1958,1,15,19:14:00
1958-01-19 14:07:00,Ecuador,1.054,-79.48,35.0,7.8,tsunami,0,0,20,0,0,1958,1,19,14:07:00
1958-02-07 23:23:00,China,31.577,103.912,14.2,6.8,,0,0,0,0,0,1958,2,7,23:23:00
1958-03-11 00:26:00,Japan,24.433000000000003,124.351,109.9,7.2,,0,0,2,0,0,1958,3,11,00:26:00
1958-04-14 21:32:00,Ecuador,0.706,-79.575,35.0,6.8,,0,0,3,0,0,1958,4,14,21:32:00
1958-07-10 06:15:00,US Territory of Alaska,58.37,-136.665,35.0,7.3,tsunami,0,0,5,0,0,1958,7,10,06:15:00
1958-08-16 19:13:00,Iran,34.259,47.869,35.0,6.7,,0,0,200,191,0,1958,8,16,19:13:00
1958-09-04 21:51:00,Chile,-33.785,-70.112,35.0,6.8,,0,0,7,0,0,1958,9,4,21:51:00
1958-10-20 01:12:00,Indonesia,-9.5,112.5,100.0,6.7,,0,0,7,0,0,1958,10,20,01:12:00
1959-04-26 20:40:00,Japan,24.687,122.792,126.3,7.5,,0,0,1,0,0,1959,4,26,20:40:00
1959-05-04 07:15:00,Russian Federation,53.351000000000006,159.645,35.0,8.0,tsunami,0,0,1,0,0,1959,5,4,07:15:00
1959-05-24 19:17:00,Mexico,17.45,-97.145,69.6,7.0,,0,0,5,0,0,1959,5,24,19:17:00
1959-06-14 00:12:00,Chile,-20.369,-68.881,111.6,7.5,,0,0,1,0,0,1959,6,14,00:12:00
1959-08-15 08:57:00,Taiwan,21.952,120.97,25.0,7.2,,0,0,17,0,0,1959,8,15,08:57:00
1959-08-18 06:37:00,United States,44.548,-110.636,15.0,7.3,,0,0,28,28,0,1959,8,18,06:37:00
1959-08-26 08:25:00,Mexico,18.16,-94.417,32.4,6.9,,0,0,25,0,0,1959,8,26,08:25:00
1959-09-01 11:37:00,Albania,40.9,19.8,11.0,6.1,,0,0,2,0,0,1959,9,1,11:37:00
1960-01-13 15:40:00,Peru,-15.814,-72.788,95.4,7.5,,0,0,63,57,0,1960,1,13,15:40:00
1960-01-15 09:30:00,Peru,-14.961,-75.16199999999998,97.2,6.9,,0,0,63,0,0,1960,1,15,09:30:00
1960-02-21 08:13:00,Algeria,36.0,4.1,33.0,5.6,,0,0,47,0,0,1960,2,21,08:13:00
1960-02-29 23:40:00,Morocco,30.5,-9.5,,5.7,,0,0,13100,0,0,1960,2,29,23:40:00
1960-04-24 12:14:00,Iran,28.0,54.5,,6.0,,0,0,420,0,0,1960,4,24,12:14:00
1960-05-22 10:30:00,Chile,-37.963,-73.173,38.0,6.8,tsunami,0,0,0,0,0,1960,5,22,10:30:00
1960-05-22 19:11:00,Chile,-38.235,-73.047,35.0,9.5,tsunami,0,0,5700,6000,0,1960,5,22,19:11:00
1960-09-22 09:05:00,Democratic Republic of the Congo,-3.6,29.0,28.0,6.6,,0,0,24,0,0,1960,9,22,09:05:00
1960-11-20 22:02:00,Peru,-6.727,-80.60600000000002,52.0,7.8,tsunami,0,0,11,0,0,1960,11,20,22:02:00
1961-02-26 18:10:00,Japan,31.632,131.548,49.9,7.7,tsunami,0,0,2,0,0,1961,2,26,18:10:00
1961-06-01 23:29:00,Ethiopia,10.44,39.858,23.9,6.6,,0,0,30,0,0,1961,6,1,23:29:00
1961-06-11 05:10:00,Iran,27.865,54.558,35.0,6.8,,0,0,61,0,0,1961,6,11,05:10:00
1961-08-19 05:33:00,Japan,36.07,136.7,35.0,6.9,,0,0,8,0,0,1961,8,19,05:33:00
1961-12-20 13:25:00,Colombia,4.587,-75.542,162.9,6.9,,0,0,23,0,0,1961,12,20,13:25:00
1962-01-08 01:00:00,Dominican Republic,18.291,-70.461,32.6,6.7,,0,0,1,0,0,1962,1,8,01:00:00
1962-05-11 14:11:00,Mexico,17.171,-99.651,35.0,7.3,tsunami,0,0,4,0,0,1962,5,11,14:11:00
1962-05-19 14:58:00,Mexico,17.008,-99.764,35.0,6.7,tsunami,0,0,30,0,0,1962,5,19,14:58:00
1962-07-30 20:19:00,Colombia,5.096,-76.626,150.0,6.9,,0,0,47,0,0,1962,7,30,20:19:00
1962-08-28 10:59:00,Greece,37.874,22.737,107.7,6.8,,0,0,1,0,0,1962,8,28,10:59:00
1962-09-01 19:20:00,Iran,35.556,49.81,17.6,6.9,,0,0,12225,12000,0,1962,9,1,19:20:00
1963-02-13 08:50:00,Taiwan,24.356,122.06,35.0,7.3,tsunami,0,0,15,0,0,1963,2,13,08:50:00
1963-07-16 18:27:00,Georgia,43.163,41.527,35.0,6.7,,0,0,2,0,0,1963,7,16,18:27:00
1963-09-24 16:30:00,Peru,-10.694,-78.212,65.3,6.9,,0,0,1,0,0,1963,9,24,16:30:00
1963-06-26 04:17:00,Macedonia,42.1,21.4,6.0,6.1,,0,1100,0,0,0,1963,6,26,04:17:00
1964-01-08 22:30:00,Indonesia,-3.737,119.419,60.0,5.5,,0,0,8,0,0,1964,1,8,22:30:00
1964-01-18 12:04:00,Taiwan,23.15,120.656,21.0,6.4,,0,0,106,107,0,1964,1,18,12:04:00
1964-03-28 03:36:00,United States,61.017,-147.648,6.6,9.2,tsunami,0,0,131,131,0,1964,3,28,03:36:00
1964-04-02 01:11:00,Indonesia,5.987,95.404,129.2,5.6,tsunami,0,0,110,0,0,1964,4,2,01:11:00
1964-05-07 05:45:00,Tanzania,-3.93,35.111999999999995,31.6,6.3,,0,0,1,4,0,1964,5,7,05:45:00
1964-06-14 12:15:00,Turkey,38.08,38.475,10.4,5.5,,0,0,8,0,0,1964,6,14,12:15:00
1964-06-16 04:01:00,Japan,38.434,139.226,13.1,7.5,"tsunami, fire",0,0,26,25,0,1964,6,16,04:01:00
1964-07-06 07:22:00,Mexico,18.194000000000006,-100.51,92.7,7.2,,0,0,30,0,0,1964,7,6,07:22:00
1964-10-06 14:31:00,Turkey,40.25,28.208,31.0,6.0,,0,0,23,23,0,1964,10,6,14:31:00
1965-01-24 00:11:00,Indonesia,-2.455,125.965,28.4,8.2,tsunami,0,0,71,0,0,1965,1,24,00:11:00
1965-02-23 22:11:00,Chile,-25.667,-70.71,38.5,6.5,,0,0,1,0,0,1965,2,23,22:11:00
1965-03-09 17:57:00,Greece,39.229,23.825,4.7,5.6,,0,0,2,38,0,1965,3,9,17:57:00
1965-03-28 16:33:00,Chile,-32.492,-71.212,69.9,7.4,,0,0,337,400,0,1965,3,28,16:33:00
1965-03-31 09:47:00,Greece,38.339,22.299,50.3,6.3,,0,0,6,0,0,1965,3,31,09:47:00
1965-04-19 23:42:00,Japan,34.842,138.278,38.7,5.6,,0,0,2,0,0,1965,4,19,23:42:00
1965-04-29 15:28:00,United States,47.317,-122.335,65.4,6.5,,0,0,7,7,0,1965,4,29,15:28:00
1965-07-06 03:18:00,Greece,38.391,22.426,23.3,5.8,tsunami,0,0,1,0,0,1965,7,6,03:18:00
1965-08-23 19:46:00,Mexico,16.178,-95.846,10.5,7.4,tsunami,0,0,5,0,0,1965,8,23,19:46:00
1965-11-13 04:33:00,China,43.84,87.755,51.6,7.0,,0,0,7,0,0,1965,11,13,04:33:00
1966-02-05 02:01:00,Greece,39.044,21.757,21.4,6.2,,0,0,1,0,0,1966,2,5,02:01:00
1966-02-05 15:12:00,China,26.16,103.171,9.2,5.6,,0,0,371,0,0,1966,2,5,15:12:00
1966-03-07 21:29:00,China,37.38800000000001,114.963,7.7,6.6,,0,0,0,0,0,1966,3,7,21:29:00
1966-03-12 16:31:00,Japan,24.307,122.695,28.9,7.4,tsunami,0,0,7,0,0,1966,3,12,16:31:00
1966-03-20 01:42:00,Democratic Republic of the Congo,0.8420000000000001,29.873,15.0,7.2,,0,0,200,128,0,1966,3,20,01:42:00
1966-03-22 08:11:00,China,37.551,114.991,17.7,5.6,,0,0,8064,0,0,1966,3,22,08:11:00
1966-04-25 23:22:00,Uzbekistan,,,,5.0,,0,0,0,10,0,1966,4,25,23:22:00
1966-06-27 10:41:00,Nepal,29.554,80.854,22.7,6.0,,0,0,80,80,0,1966,6,27,10:41:00
1966-08-01 21:02:00,Pakistan,30.051,68.62899999999999,9.8,7.0,,0,0,2,0,0,1966,8,1,21:02:00
1966-08-15 02:15:00,India,28.616,78.892,25.0,5.6,,0,0,15,0,0,1966,8,15,02:15:00
1966-08-19 12:22:00,Turkey,39.161,41.58,17.5,5.8,,0,0,2517,2394,0,1966,8,19,12:22:00
1966-09-28 14:00:00,China,27.457,100.089,5.5,5.8,,0,0,32,0,0,1966,9,28,14:00:00
1966-10-17 21:41:00,Peru,-10.807,-78.684,20.7,8.2,tsunami,0,0,110,120,0,1966,10,17,21:41:00
1966-10-29 02:39:00,Greece,38.874,21.176,11.3,5.7,,0,0,1,0,0,1966,10,29,02:39:00
1966-12-28 08:18:00,Chile,-25.502,-70.655,30.0,7.7,tsunami,0,0,3,4,0,1966,12,28,08:18:00
1967-02-09 15:24:00,Colombia,2.889,-74.79899999999998,40.4,7.2,,0,0,98,61,0,1967,2,9,15:24:00
1967-02-19 22:14:00,Indonesia,-9.168,112.946,97.9,5.9,,0,0,54,54,0,1967,2,19,22:14:00
1967-03-27 08:58:00,China,38.516,116.601,26.8,5.5,,0,0,9,0,0,1967,3,27,08:58:00
1967-04-12 04:51:00,Indonesia,5.084,96.232,18.6,6.1,tsunami,0,0,14,0,0,1967,4,12,04:51:00
1967-05-01 07:09:00,Greece,39.552,21.291,13.0,5.9,,0,0,9,0,0,1967,5,1,07:09:00
1967-07-22 16:56:00,Turkey,40.632,30.74,4.2,7.4,,0,0,173,183,0,1967,7,22,16:56:00
1967-07-26 18:52:00,Turkey,39.502,40.408,8.7,5.6,,0,0,110,0,0,1967,7,26,18:52:00
1967-07-29 10:24:00,Colombia,6.7879999999999985,-73.07300000000002,160.9,5.9,,0,0,20,0,0,1967,7,29,10:24:00
1967-07-29 20:05:00,Venezuela,10.555,-67.31,23.7,6.5,,0,0,240,240,0,1967,7,29,20:05:00
1967-08-30 04:22:00,China,31.631,100.232,8.1,7.0,,0,0,39,0,0,1967,8,30,04:22:00
1967-10-25 00:59:00,Taiwan,24.464,122.221,67.1,7.0,,0,0,2,0,0,1967,10,25,00:59:00
1967-11-30 07:23:00,Albania,41.379,20.456,36.5,5.8,,0,0,18,7,0,1967,11,30,07:23:00
1967-12-10 22:51:00,India,17.394000000000002,73.774,10.7,6.3,,0,0,180,177,0,1967,12,10,22:51:00
1967-12-21 02:25:00,Chile,-21.864,-69.94800000000001,42.5,7.4,tsunami,0,0,1,0,0,1967,12,21,02:25:00
