"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20200639560","2020-10-08T18:58:00.000","2","1","0",,"false","4001146","4","ANGLE","22","CLOUDY","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & SHUTE LN","HERMITAGE","TN","37076","9535","HERMIT","36.2146","-86.6047","POINT (-86.6047 36.2146)"
"20200639522","2020-10-08T18:15:00.000","2","0","0",,"false","330413","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I40 E ENT RAMP & STEWARTS FERRY PKE","NASHVILLE","TN","37214","8959","HERMIT","36.1554","-86.6267","POINT (-86.6267 36.1554)"
"20200639484","2020-10-08T18:00:00.000","2","0","0",,"false","197054","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I40 E EXT RAMP & DONELSON PKE","NASHVILLE","TN","37214","8953","HERMIT","36.1404","-86.6664","POINT (-86.6664 36.1404)"
"20200639460","2020-10-08T17:41:00.000","2","0","0",,"false","409181","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CONFERENCE DR & THE SHOPPES AT RIVERGATE","MADISON","TN","37115","1737","MADISO","36.3038","-86.6926","POINT (-86.6926 36.3038)"
"20200639447","2020-10-08T17:38:00.000","2","0","0",,"false","320603","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CROSSINGS BLVD & MT VIEW RD","ANTIOCH","TN","37013","8863","SOUTH","36.0455","-86.6473","POINT (-86.6473 36.0455)"
"20200639412","2020-10-08T17:19:00.000","2","1","0",,"false","384433","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","W TRINITY LN & MONTICELLO DR","NASHVILLE","TN","37207","3009","NORTH","36.207","-86.7826","POINT (-86.7826 36.207)"
"20200639372","2020-10-08T17:01:00.000","2","1","0",,"false","4000725","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SHELBY AV & S 4TH ST","NASHVILLE","TN","37206","1009","EAST","36.167","-86.7637","POINT (-86.7637 36.167)"
"20200639348","2020-10-08T16:44:00.000","2","1","0",,"false","298867","6","SIDESWIPE - OPPOSITE DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & CLEVELAND ST","NASHVILLE","TN","37207","1919","EAST","36.1875","-86.7734","POINT (-86.7734 36.1875)"
"20200639336","2020-10-08T16:00:00.000","2","1","0",,"false","279211","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVDW & BEVERLY DR","MADISON","TN","37115","1749","MADISO","36.2641","-86.7252","POINT (-86.7252 36.2641)"
"20200639322","2020-10-08T16:32:00.000","2","0","0",,"false","330428","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 53 4 I 24","NASHVILLE","TN","37210","88141","SOUTH","36.1127","-86.7234","POINT (-86.7234 36.1127)"
"20200639306","2020-10-08T16:00:00.000","2","0","0",,"false","409214","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","4TH AVS & CHESTNUT ST","NASHVILLE","TN","37210","8169","SOUTH","36.1449","-86.7667","POINT (-86.7667 36.1449)"
"20200639281","2020-10-08T16:02:00.000","1","0","0","true","false","384436","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","19","BUILDING","1100 MURFREESBORO PKE","NASHVILLE","TN","37217","8821","HERMIT","36.1267","-86.711","POINT (-86.711 36.1267)"
"20200639241","2020-10-08T15:30:00.000","2","0","0",,"false","337277","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","JACKSONIAN DR & LEBANON PKE","HERMITAGE","TN","37076","9613","HERMIT","36.1927","-86.6237","POINT (-86.6237 36.1927)"
"20200639193","2020-10-08T14:57:00.000","2","0","0",,"false","320603","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & FOREST VIEW DR","ANTIOCH","TN","37013","8865","SOUTH","36.0674","-86.6313","POINT (-86.6313 36.0674)"
"20200639171","2020-10-08T14:16:00.000","2","1","0",,"false","330428","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & LINBAR DR","NASHVILLE","TN","37211","8705","SOUTH","36.0841","-86.7059","POINT (-86.7059 36.0841)"
"20200639152","2020-10-08T14:22:00.000","2","0","0",,"true","311344","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 212 1 I 40","NASHVILLE","TN","37210","90041","HERMIT","36.1463","-86.7422","POINT (-86.7422 36.1463)"
"20200639127","2020-10-08T14:49:00.000","2","0","0",,"false","256383","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & THOMPSON LN","NASHVILLE","TN","37211","8425","SOUTH","36.1109","-86.7452","POINT (-86.7452 36.1109)"
"20200639123","2020-10-08T14:23:00.000","2","0","0",,"false","298867","3","REAR-TO-REAR",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","TREUTLAND AV & MERIDIAN ST","NASHVILLE","TN","37207","1967","EAST","36.1801","-86.7696","POINT (-86.7696 36.1801)"
"20200639047","2020-10-08T13:00:00.000","2","0","0",,"true","212318","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & WELSHWOOD DR","NASHVILLE","TN","37211","8501","MIDTOW","36.0826","-86.7273","POINT (-86.7273 36.0826)"
"20200639045","2020-10-08T13:40:00.000","1","1","0",,"false","420034","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","17;30;33","BOULDER;UTILITY POLE;CURB","1000 W TRINITY LN","NASHVILLE","TN","37218","3101","NORTH","36.206","-86.8112","POINT (-86.8112 36.206)"
"20200639012","2020-10-08T13:22:00.000","2","1","0",,"true","4000719","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 60 0 I 24","ANTIOCH","TN","37013","88060","SOUTH","36.0403","-86.6502","POINT (-86.6502 36.0403)"
"20200638926","2020-10-08T12:17:00.000","2","0","0",,"true","620072","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","15TH AVN & CHURCH ST","NASHVILLE","TN","37203","5517","MIDTOW","36.1574","-86.7927","POINT (-86.7927 36.1574)"
"20200638902","2020-10-08T12:03:00.000","2","0","0",,"true","594473","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MICHIGAN AV & 51ST AVN","NASHVILLE","TN","37209","4603","WEST","36.1587","-86.8493","POINT (-86.8493 36.1587)"
"20200638780","2020-10-08T10:05:00.000","2","0","0",,"false","212318","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","VILLAGE WAY & YORKSHIRE CIR","NASHVILLE","TN","37211","8653","MIDTOW","36.0455","-86.7271","POINT (-86.7271 36.0455)"
"20200638762","2020-10-08T10:20:00.000","1","0","0",,"false","110092","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 217 5 I 40","NASHVILLE","TN","37214","8906","HERMIT","36.1425","-86.651","POINT (-86.651 36.1425)"
"20200638711","2020-10-08T08:21:00.000","2","0","0",,"true","405404","6","SIDESWIPE - OPPOSITE DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WHITTEMORE LN & BURKITT RD","ANTIOCH","TN","37013","8769","SOUTH","35.992","-86.6548","POINT (-86.6548 35.992)"
"20200638678","2020-10-08T09:19:00.000","2","4","0",,"true","235761","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 201 3 I 40","NASHVILLE","TN","37209","46027","WEST","36.1339","-86.8958","POINT (-86.8958 36.1339)"
"20200638661","2020-10-08T08:58:00.000","2","0","0",,"false","630627","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STATE HWY 45 & UNKNOWN RAMP","MADISON","TN","37115","1777","MADISO","36.2642","-86.7358","POINT (-86.7358 36.2642)"
"20200638627","2020-10-08T07:45:00.000","2","0","0",,"false","4001097","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MYATT DR & GALLATIN PKEN","MADISON","TN","37115","1731","MADISO","36.2967","-86.699","POINT (-86.699 36.2967)"
"20200638399","2020-10-08T05:21:00.000","2","0","0",,"false","4001452","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & HAMILTON CROSSINGS","ANTIOCH","TN","37013","8865","SOUTH","36.0629","-86.6291","POINT (-86.6291 36.0629)"
"20200638274","2020-10-08T03:28:00.000","2","0","0",,"true","299248","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","EZELL RD & HAYWOOD LN","NASHVILLE","TN","37211","8707","SOUTH","36.0701","-86.6939","POINT (-86.6939 36.0701)"
"20200638044","2020-10-08T00:10:00.000","2","1","0",,"false","352201","2","HEAD-ON","21","CLEAR","3","DARK - LIGHTED","1;12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWY & I40 W EXT RAMP","NASHVILLE","TN","37209","4696","WEST","36.153","-86.8576","POINT (-86.8576 36.153)"
"20200638015","2020-10-07T23:37:00.000","2","0","0",,"false","405424","11","Front to Rear",,,"2","DARK - NOT LIGHTED","12;7","MOTOR VEHICLE IN TRANSPORT","COUCHVILLE PKE & PULLEY RD","NASHVILLE","TN","37217","8947","HERMIT","36.1176","-86.6597","POINT (-86.6597 36.1176)"
"20200637993","2020-10-07T22:00:00.000","2","0","0",,"false","4000720","6","SIDESWIPE - OPPOSITE DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","PARAGON MILLS RD & DONNA KAY DR","NASHVILLE","TN","37211","8443","SOUTH","36.0871","-86.708","POINT (-86.708 36.0871)"
"20200637924","2020-10-07T22:38:00.000","2","2","0",,"false","212330","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","CHANDLER RD & STONERS GLEN CT","HERMITAGE","TN","37076","9523","HERMIT","36.1953","-86.5988","POINT (-86.5988 36.1953)"
"20200637880","2020-10-07T21:43:00.000","1","1","0",,"false","320603","9","UNKNOWN","21","CLEAR","3","DARK - LIGHTED","99","UNKNOWN MOST HARMFUL EVENT","WILLARD DR & EAST RIDGE DR","NASHVILLE","TN","37211","8707","SOUTH","36.0719","-86.6982","POINT (-86.6982 36.0719)"
"20200637858","2020-10-07T21:22:00.000","1","0","0",,"false","409191","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","30","UTILITY POLE","DICKERSON PKE & TUCKAHOE DR","MADISON","TN","37115","2019","MADISO","36.2604","-86.7577","POINT (-86.7577 36.2604)"
"20200637822","2020-10-07T20:55:00.000","2","0","0",,"true","4000725","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","DOUGLAS AV & DICKERSON PKE","NASHVILLE","TN","37207","1911","EAST","36.1945","-86.7723","POINT (-86.7723 36.1945)"
"20200637802","2020-10-07T20:44:00.000","2","0","0",,"false","197054","11","Front to Rear",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","BRILEY PKWYN & CORPORATE DR","NASHVILLE","TN","37217","8998","HERMIT","36.1343","-86.6974","POINT (-86.6974 36.1343)"
"20200637758","2020-10-07T20:11:00.000","2","0","0",,"false","320603","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I24 W ENT RAMP & I 24","NASHVILLE","TN","37206","1009","EAST","36.1666","-86.7638","POINT (-86.7638 36.1666)"
"20200637731","2020-10-07T19:42:00.000","2","0","0",,"false","311804","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & DEMONBREUN ST","NASHVILLE","TN","37203","4041","CENTRA","36.1569","-86.7808","POINT (-86.7808 36.1569)"
"20200637690","2020-10-07T19:10:00.000","2","0","0",,"false","887603","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN AV & CAHAL AV","NASHVILLE","TN","37206","1331","EAST","36.196","-86.7426","POINT (-86.7426 36.196)"
"20200637689","2020-10-07T19:20:00.000","2","1","0",,"false","320592","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 208 4 I 40","NASHVILLE","TN","37203","54024","NORTH","36.165","-86.7943","POINT (-86.7943 36.165)"
"20200637679","2020-10-07T18:49:00.000","2","0","0",,"false","298860","4","ANGLE",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","SCOTTS CREEK PKWY & TULIP GROVE RD","HERMITAGE","TN","37076","9525","HERMIT","36.2031","-86.5916","POINT (-86.5916 36.2031)"
"20200637666","2020-10-07T00:00:00.000","2","1","0",,"false","409155","98","OTHER",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","BRICK CHURCH PKE & OLD HICKORY BLVD","WHITES CREEK","TN","37189","2015","MADISO","36.2796","-86.7836","POINT (-86.7836 36.2796)"
"20200637634","2020-10-07T18:34:00.000","2","0","0",,"true","320585","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","14","PARKED MOTOR VEHICLE","OPRY MILLS DR & BRILEY PKWYS","NASHVILLE","TN","37214","9209","HERMIT","36.2033","-86.6899","POINT (-86.6899 36.2033)"
"20200637603","2020-10-07T18:39:00.000","2","0","0",,"true","633370","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","5","DUSK","12","MOTOR VEHICLE IN TRANSPORT","KAREN DR & BRILEY PKWY","NASHVILLE","TN","37217","8827","HERMIT","36.1395","-86.7005","POINT (-86.7005 36.1395)"
"20200637542","2020-10-07T17:41:00.000","2","3","0",,"true","311333","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BUENA VISTA PIKE & STOKERS LN","NASHVILLE","TN","37218","3035","NORTH","36.2114","-86.8175","POINT (-86.8175 36.2114)"
"20200637494","2020-10-07T17:29:00.000","1","1","0",,"false","419972","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","8","PEDESTRIAN","ELMINGTON AV & GILLESPIE AV","NASHVILLE","TN","37205","6005","WEST","36.1347","-86.8233","POINT (-86.8233 36.1347)"
"20200637472","2020-10-07T17:17:00.000","2","1","0",,"false","384433","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BUENA VISTA PKE & RESHA LN","NASHVILLE","TN","37218","3135","NORTH","36.1941","-86.8308","POINT (-86.8308 36.1941)"
"20200637408","2020-10-07T16:16:00.000","2","0","0",,"false","320603","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & HICKORY PARK DR","ANTIOCH","TN","37013","8753","SOUTH","36.0449","-86.6704","POINT (-86.6704 36.0449)"
"20200637404","2020-10-07T16:36:00.000","2","0","0",,"false","240985","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & HICKORY SPRINGS RD","NASHVILLE","TN","37215","6305","MIDTOW","36.0413","-86.822","POINT (-86.822 36.0413)"
"20200637385","2020-10-07T16:15:00.000","2","0","0",,"false","4001094","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HARDING PKE & BAUGH RD","NASHVILLE","TN","37221","4817","WEST","36.0687","-86.9329","POINT (-86.9329 36.0687)"
"20200637383","2020-10-07T16:20:00.000","2","0","0",,"true","298860","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & ANDREW JACKSON PKWY","HERMITAGE","TN","37076","9537","HERMIT","36.2151","-86.5962","POINT (-86.5962 36.2151)"
"20200637335","2020-10-07T15:50:00.000","2","0","0",,"false","320577","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & HIGHLAND VIEW DR","HERMITAGE","TN","37076","9719","HERMIT","36.2078","-86.6114","POINT (-86.6114 36.2078)"
"20200637322","2020-10-07T15:49:00.000","3","0","0",,"false","179606","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WEDGEWOOD AV & HILLSIDE AV","NASHVILLE","TN","37203","6915","MIDTOW","36.1347","-86.784","POINT (-86.784 36.1347)"
"20200637314","2020-10-07T15:46:00.000","1","1","0",,"false","4000975","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","1;42","TREE","CHEYENNE BLVD & CHEYENNE TRC","MADISON","TN","37115","1617","MADISO","36.2509","-86.6706","POINT (-86.6706 36.2509)"
"20200637265","2020-10-07T15:10:00.000","3","0","0",,"false","256427","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BATTERY LN & LEALAND LN","NASHVILLE","TN","37204","7025","MIDTOW","36.0883","-86.791","POINT (-86.791 36.0883)"
